YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WV03
2001,6,19,,,,,,,29.0,749.0,749.0,0.0,,,,,0.0,0.0,82.94,93.91999999999999,71.96,999.0,,130.0,130.0,,0.0,,76.0,94.0,,1.0,,999.0,,,,,999.0,,,,1.0,,,999.0,,,999.0,
2001,6,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,0.0,,-999.0,,,,,-999.0,,,,,,,-999.0,,,-999.0,
2001,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
2001,6,22,,,,,,,55.0,1758.0,1742.0,,,,,,0.0,0.0,86.0,91.94,80.06,9999.0,,140.0,150.0,,0.0,,94.0,112.0,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,,,1.0,,,9999.0,
2001,6,23,,,,,,,,,,,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,,,,,,,,-99.0,,,,,,,0.0,,,-99.0,
2001,6,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,
2001,6,25,,,,,,,14.0,1004.0,1001.0,0.0,,,,,0.0,0.0,80.96,91.94,69.98,-9999.0,,150.0,150.0,,0.0,,45.0,63.0,,1.0,,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,1.0,
2001,6,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,,,-9.0,,,,,-9.0,,,,-9.0,,,-9.0,,,,
2001,6,27,,,,,,,16.0,14.0,442.0,0.0,,,,,0.0,0.0,80.96,91.03999999999999,69.98,999.0,,80.0,350.0,,0.0,,54.0,98.0,,999.0,,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,6,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,,,-999.0,,,-999.0,
2001,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,9.0,
2001,6,30,,,,,,,14.0,1728.0,1710.0,0.0,,,,,0.0,0.0,78.98,91.03999999999999,66.92,9999.0,,130.0,130.0,,0.0,,63.0,76.0,,1.0,,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,1.0,
2001,6,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,,,-99.0,,,,,-99.0,,,,-99.0,,,,,,,
2001,7,1,,,,,,,25.0,1054.0,1053.0,23.0,,,,,0.0,0.0,78.98,87.08000000000001,71.06,-9999.0,,160.0,160.0,,0.0,,116.0,139.0,,-9999.0,,1.0,,,,,-9999.0,,,,-9999.0,,,1.0,,,-9999.0,
2001,7,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,,,0.0,,,,,-9.0,,,,,,,0.0,,,,
2001,7,3,,,,,,,16.0,640.0,638.0,287.0,,,,,0.0,0.0,80.06,91.03999999999999,68.0,999.0,,110.0,110.0,,0.0,,89.0,112.0,,1.0,,1.0,,,,,999.0,,,,1.0,,,1.0,,,1.0,
2001,7,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,-999.0,,,,,,,,,,,
2001,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
2001,7,6,,,,,,,12.0,1605.0,1727.0,8.0,,,,,0.0,0.0,82.04,91.94,71.06,0.0,,170.0,70.0,,0.0,,63.0,72.0,,1.0,,1.0,,,,,9999.0,,,,9999.0,,,1.0,,,9999.0,
2001,7,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,,-99.0,,,,-99.0,,,,,,,
2001,7,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,99.0,,,,99.0,,,99.0,,,,
2001,7,9,,,,,,,14.0,1812.0,1811.0,0.0,,,,,0.0,0.0,84.91999999999999,93.91999999999999,75.02,-9999.0,,130.0,130.0,,0.0,,63.0,72.0,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,-9999.0,
2001,7,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,-9.0,,-9.0,,,,,-9.0,,,,-9.0,,,-9.0,,,-9.0,
2001,7,11,,,,,,,18.0,530.0,529.0,0.0,,,,,0.0,0.0,84.02,93.02,73.94,999.0,,180.0,170.0,,0.0,,80.0,125.0,,999.0,,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,7,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,,,-999.0,,,-999.0,
2001,7,13,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,7,14,,,,,,,25.0,1843.0,1842.0,0.0,,,,,0.0,0.0,84.02,93.91999999999999,73.04,0.0,,110.0,110.0,,0.0,,58.0,63.0,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,9999.0,
2001,7,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,-99.0,,-99.0,,,,,-99.0,,,,-99.0,,,-99.0,,,-99.0,
2001,7,16,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,,,99.0,,,99.0,
2001,7,17,,,,,,,20.0,1822.0,1813.0,0.0,,,,,0.0,0.0,84.91999999999999,96.08000000000001,73.04,0.0,,150.0,150.0,,0.0,,76.0,89.0,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,-9999.0,
2001,7,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,-9.0,,-9.0,,,,,-9.0,,,,-9.0,,,-9.0,,,-9.0,
2001,7,19,,,,,,,17.0,935.0,824.0,0.0,,,,,0.0,0.0,84.91999999999999,95.0,75.02,0.0,,230.0,220.0,,0.0,,54.0,67.0,,999.0,,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,7,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,,,-999.0,,,-999.0,
2001,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
2001,7,22,,,,,,,16.0,912.0,828.0,,,,,,0.0,0.0,84.91999999999999,93.02,75.92,9999.0,,220.0,260.0,,0.0,,45.0,67.0,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,,,1.0,,,9999.0,
2001,7,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,-99.0,,-99.0,,,,,-99.0,,,,-99.0,,,0.0,,,-99.0,
2001,7,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,,,,,,99.0,
2001,7,25,,,,,,,16.0,1532.0,1601.0,0.0,,,,,0.0,0.0,84.91999999999999,95.0,73.94,-9999.0,,120.0,110.0,,0.0,,80.0,98.0,,-9999.0,,1.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,-9999.0,
2001,7,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,-9.0,,,,,,,-9.0,,,,-9.0,,,-9.0,,,-9.0,
2001,7,27,,,,,,,23.0,623.0,648.0,0.0,,,,,0.0,0.0,84.02,93.02,73.94,0.0,,140.0,120.0,,0.0,,76.0,94.0,,999.0,,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,7,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,
2001,7,30,,,,,,,16.0,1346.0,1242.0,5.0,,,,,0.0,0.0,82.04,89.96000000000001,73.04,0.0,,140.0,70.0,,0.0,,67.0,80.0,,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,9999.0,
2001,7,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,
2001,8,1,,,,,,,21.0,1644.0,1643.0,0.0,,,,,0.0,0.0,84.02,95.0,71.96,-9999.0,,130.0,120.0,,0.0,,76.0,89.0,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,,
2001,8,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,,,-9.0,,,,,-9.0,,,,,,,,,,,
2001,8,3,,,,,,,40.0,435.0,826.0,,,,,,0.0,0.0,84.91999999999999,95.0,75.02,999.0,,50.0,360.0,,0.0,,76.0,174.0,,1.0,,999.0,,,,,999.0,,,,1.0,,,1.0,,,,
2001,8,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,0.0,,-999.0,,,,,-999.0,,,,,,,0.0,,,,
2001,8,6,,,,,,,23.0,1417.0,1354.0,0.0,,,,,0.0,0.0,84.02,96.98,71.06,9999.0,,90.0,20.0,,0.0,,58.0,134.0,,1.0,,9999.0,,,,,9999.0,,,,1.0,,,9999.0,,,,
2001,8,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,,,-99.0,,,,,,,,,,,,,,,,
2001,8,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,99.0,,,,,,,,,99.0,,,,,,,
2001,8,9,,,,,,,22.0,1520.0,1820.0,102.0,,,,,0.0,0.0,84.91999999999999,98.06,71.96,0.0,,210.0,10.0,,0.0,,116.0,161.0,,1.0,,1.0,,,,,-9999.0,,,,1.0,,,1.0,,,,
2001,8,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,
2001,8,11,,,,,,,21.0,502.0,451.0,13.0,,,,,0.0,0.0,82.94,93.02,71.96,0.0,,160.0,190.0,,0.0,,94.0,116.0,,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,
2001,8,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,
2001,8,14,,,,,,,31.0,1455.0,1455.0,,,,,,0.0,0.0,84.91999999999999,95.0,73.94,9999.0,,140.0,140.0,,0.0,,94.0,107.0,,9999.0,,1.0,,,,,9999.0,,,,9999.0,,,1.0,,,,
2001,8,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,-99.0,,,,,,,-99.0,,,,-99.0,,,,,,,
2001,8,16,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,,,99.0,,,,
2001,8,17,,,,,,,25.0,1739.0,1737.0,0.0,,,,,0.0,0.0,86.0,96.98,75.02,-9999.0,,150.0,150.0,,0.0,,80.0,98.0,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,,
2001,8,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,-9.0,,-9.0,,,,,-9.0,,,,-9.0,,,-9.0,,,,
2001,8,19,,,,,,,30.0,828.0,121.0,0.0,,,,,0.0,0.0,87.08000000000001,96.08000000000001,78.08,999.0,,150.0,260.0,,0.0,,63.0,76.0,,999.0,,999.0,,,,,999.0,,,,999.0,,,999.0,,,,
2001,8,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,,,,,,,
2001,8,22,,,,,,,17.0,1926.0,2038.0,0.0,,,,,0.0,0.0,84.91999999999999,96.98,73.04,9999.0,,140.0,100.0,,0.0,,67.0,72.0,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,,
2001,8,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,,,-99.0,,,,,-99.0,,,,,,,-99.0,,,,
2001,8,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,99.0,,,,
2001,8,25,,,,,,,30.0,1711.0,1646.0,0.0,,,,,0.0,0.0,87.98,98.06,78.08,-9999.0,,130.0,140.0,,0.0,,89.0,103.0,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,,
2001,8,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,-9.0,,-9.0,,,,,-9.0,,,,-9.0,,,,,,,
2001,8,27,,,,,,,29.0,750.0,737.0,20.0,,,,,0.0,0.0,87.08000000000001,98.06,75.92,999.0,,90.0,110.0,,0.0,,76.0,94.0,,999.0,,999.0,,,,,999.0,,,,999.0,,,1.0,,,,
2001,8,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,,,,,,,
2001,8,30,,,,,,,20.0,1802.0,1801.0,0.0,,,,,0.0,0.0,82.94,89.96000000000001,75.02,9999.0,,120.0,120.0,,0.0,,63.0,72.0,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,,
2001,8,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,-99.0,,-99.0,,,,,-99.0,,,,-99.0,,,-99.0,,,,
2001,9,1,,,,,,,25.0,1908.0,1907.0,457.0,,,,,0.0,0.0,80.06,86.0,73.04,-9999.0,,160.0,160.0,,0.0,,76.0,98.0,,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,1.0,,,1.0,,,-9999.0,
2001,9,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,0.0,-9.0,,,,,,-9.0,,,,,,,0.0,,,-9.0,
2001,9,3,,,,,,,14.0,222.0,241.0,102.0,,,,,0.0,0.0,80.96,87.98,73.94,999.0,,150.0,180.0,,0.0,,89.0,103.0,,1.0,999.0,1.0,,,,,999.0,,,,1.0,,,1.0,,,999.0,
2001,9,4,,,,,,,,,,,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,0.0,-999.0,0.0,,,,,-999.0,,,,,,,0.0,,,-999.0,
2001,9,5,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,9,6,,,,,,,25.0,1241.0,1242.0,86.0,,,,,0.0,0.0,82.04,89.96000000000001,73.94,0.0,,160.0,150.0,,0.0,,125.0,134.0,,1.0,9999.0,1.0,,,,,9999.0,,,,1.0,,,1.0,,,9999.0,
2001,9,7,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,-99.0,,,,,,,0.0,,,-99.0,
2001,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,
2001,9,9,,,,,,,32.0,1524.0,1352.0,3.0,,,,,0.0,0.0,82.94,91.03999999999999,73.94,0.0,,150.0,150.0,,0.0,,76.0,94.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,,1.0,,,-9999.0,
2001,9,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,-9.0,,,0.0,,,-9.0,
2001,9,11,,,,,,,39.0,413.0,555.0,,,,,,0.0,0.0,84.02,93.02,75.02,999.0,,170.0,150.0,,0.0,,76.0,103.0,,999.0,999.0,999.0,,,,,999.0,,,,999.0,,,1.0,,,999.0,
2001,9,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,-999.0,,,,,,-999.0,
2001,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,9.0,,,9.0,,,,
2001,9,14,,,,,,,33.0,734.0,1103.0,173.0,,,,,0.0,0.0,75.92,82.04,69.08,9999.0,,30.0,80.0,,0.0,,89.0,112.0,,1.0,9999.0,1.0,,,,,9999.0,,,,1.0,,,1.0,,,9999.0,
2001,9,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,
2001,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,99.0,,,99.0,,,99.0,
2001,9,17,,,,,,,27.0,1201.0,842.0,0.0,,,,,0.0,0.0,78.08,87.08000000000001,68.0,0.0,,20.0,50.0,,0.0,,63.0,72.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,-9999.0,
2001,9,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,-9.0,,,-9.0,,,-9.0,
2001,9,19,,,,,,,16.0,301.0,301.0,0.0,,,,,0.0,0.0,78.08,89.96000000000001,64.94,0.0,,30.0,20.0,,0.0,,63.0,76.0,,999.0,999.0,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,9,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,-999.0,,,-999.0,,,-999.0,
2001,9,22,,,,,,,17.0,1535.0,1534.0,0.0,,,,,0.0,0.0,82.04,91.94,71.06,9999.0,,60.0,140.0,,0.0,,54.0,134.0,,9999.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,9999.0,
2001,9,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,,-99.0,-99.0,,,,,,,,,,,,-99.0,,,-99.0,
2001,9,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,99.0,,,99.0,
2001,9,25,,,,,,,17.0,1846.0,1838.0,0.0,,,,,0.0,0.0,78.98,89.06,69.08,0.0,,100.0,90.0,,0.0,,67.0,76.0,,1.0,-9999.0,-9999.0,,,,,1.0,,,,1.0,,,-9999.0,,,-9999.0,
2001,9,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,0.0,-9.0,-9.0,,,,,,,,,,,,-9.0,,,-9.0,
2001,9,27,,,,,,,26.0,417.0,411.0,0.0,,,,,0.0,0.0,80.06,89.96000000000001,69.08,0.0,,140.0,140.0,,0.0,,80.0,98.0,,1.0,999.0,999.0,,,,,999.0,,,,1.0,,,999.0,,,999.0,
2001,9,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,-999.0,
2001,9,30,,,,,,,13.0,1735.0,1734.0,0.0,,,,,0.0,0.0,84.91999999999999,95.0,73.94,9999.0,,150.0,140.0,,0.0,,54.0,63.0,,9999.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,9999.0,
2001,9,31,,,,,,,,,,,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,
2001,10,1,,,,,,,13.0,1407.0,1406.0,0.0,,,,,0.0,0.0,66.92,80.06,53.96,0.0,,30.0,30.0,,0.0,,58.0,67.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,-9999.0,
2001,10,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,,-9.0,
2001,10,3,,,,,,,18.0,715.0,810.0,0.0,,,,,0.0,0.0,66.92,82.04,51.98,999.0,,120.0,130.0,,0.0,,54.0,63.0,,1.0,999.0,999.0,,,,,1.0,,,,1.0,,,999.0,,,999.0,
2001,10,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,-999.0,-999.0,,,,,,,,,,,,-999.0,,,-999.0,
2001,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
2001,10,6,,,,,,,28.0,1240.0,1344.0,36.0,,,,,0.0,0.0,71.06,78.98,62.959999999999994,9999.0,,130.0,150.0,,0.0,,80.0,94.0,,1.0,9999.0,9999.0,,,,,9999.0,,,,1.0,,,1.0,,,9999.0,
2001,10,7,,,,,,,,,,,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,0.0,-99.0,,,,,,-99.0,,,,,,,0.0,,,-99.0,
2001,10,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,99.0,
2001,10,9,,,,,,,35.0,801.0,31.0,3.0,,,,,0.0,0.0,60.08,64.94,53.96,-9999.0,,20.0,340.0,,0.0,,72.0,94.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,,1.0,,,-9999.0,
2001,10,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,-9.0,,,,,,-9.0,
2001,10,11,,,,,,,22.0,933.0,935.0,0.0,,,,,0.0,0.0,62.059999999999995,73.04,50.0,999.0,,60.0,40.0,,0.0,,58.0,80.0,,999.0,999.0,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,10,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,-999.0,,,-999.0,,,-999.0,
2001,10,13,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,9.0,,9.0,,,,,,,,,9.0,,,9.0,,,,
2001,10,14,,,,,,,44.0,1338.0,1337.0,8.0,,,,,0.0,0.0,75.02,84.02,66.02,0.0,,130.0,130.0,,0.0,,98.0,112.0,,1.0,9999.0,1.0,,,,,9999.0,,,,1.0,,,1.0,,,9999.0,
2001,10,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,
2001,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,,99.0,,,99.0,
2001,10,17,,,,,,,18.0,902.0,902.0,767.0,,,,,0.0,0.0,71.96,78.08,66.02,-9999.0,,300.0,300.0,,0.0,,98.0,125.0,,1.0,1.0,1.0,,,,,-9999.0,,,,1.0,,,1.0,,,-9999.0,
2001,10,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,-9.0,
2001,10,19,,,,,,,36.0,238.0,548.0,521.0,,,,,0.0,0.0,75.02,82.04,66.92,999.0,,150.0,50.0,,0.0,,76.0,107.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,999.0,
2001,10,20,,,,,,,,,,,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,-999.0,
2001,10,22,,,,,,,19.0,1820.0,830.0,0.0,,,,,0.0,0.0,64.94,80.06,50.0,9999.0,,80.0,320.0,,0.0,,54.0,63.0,,9999.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,,,9999.0,,,9999.0,
2001,10,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,-99.0,-99.0,,,,,-99.0,,,,-99.0,,,-99.0,,,,
2001,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,99.0,,,99.0,,,,
2001,10,25,,,,,,,48.0,849.0,908.0,0.0,,,,,0.0,0.0,57.02,68.0,44.96,0.0,,40.0,40.0,,0.0,,107.0,134.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,-9999.0,
2001,10,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,0.0,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,-9.0,,,-9.0,,,-9.0,
2001,10,27,,,,,,,13.0,22.0,101.0,0.0,,,,,0.0,0.0,55.94,69.98,41.0,0.0,,110.0,50.0,,0.0,,67.0,89.0,,999.0,999.0,999.0,,,,,999.0,,,,999.0,,,999.0,,,999.0,
2001,10,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,-999.0,,,-999.0,,,-999.0,
2001,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,,,,,
2001,10,30,,,,,,,20.0,1815.0,1315.0,0.0,,,,,0.0,0.0,66.92,80.06,53.96,9999.0,,130.0,150.0,,0.0,,58.0,72.0,,1.0,9999.0,9999.0,,,,,9999.0,,,,1.0,,,9999.0,,,9999.0,
2001,10,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,-99.0,,,,,-99.0,,,,,,,-99.0,,,-99.0,
2001,11,1,,,,,,,35.0,1543.0,1427.0,3.0,,,,,0.0,0.0,73.04,82.94,62.059999999999995,-9999.0,,160.0,140.0,,0.0,,89.0,107.0,,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,1.0,-9999.0,,1.0,,,-9999.0,
2001,11,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,0.0,,,,,0.0,-9.0,-9.0,,,,,-9.0,,,,,-9.0,,,,,-9.0,
2001,11,3,,,,,,,30.0,610.0,609.0,0.0,,,,,0.0,0.0,73.94,84.02,62.959999999999994,999.0,,150.0,150.0,,0.0,,67.0,76.0,,1.0,999.0,999.0,,,,,999.0,,,,1.0,999.0,,999.0,,,999.0,
2001,11,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,0.0,,,,,0.0,,-999.0,,,,,-999.0,,,,,-999.0,,-999.0,,,-999.0,
2001,11,6,,,,,,,23.0,1527.0,1432.0,0.0,,,,,0.0,0.0,69.98,82.04,57.92,9999.0,,10.0,50.0,,0.0,,67.0,156.0,,9999.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,9999.0,,9999.0,,,9999.0,
2001,11,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,0.0,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,-99.0,-99.0,,-99.0,,,-99.0,
2001,11,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,99.0,99.0,,99.0,,,99.0,
