YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN02,SNOW,SNWD,SX02,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV07,WV20
1995,10,11,,,,,,,36.0,611.0,,530.0,0.0,,,,,,0.0,0.0,,,,71.96,39.92,698.0,,140.0,150.0,,,0.0,,72.0,89.0,,,999.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,,,,,,,,
1995,10,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,,,,,,,,
1995,10,14,,,,,,,27.0,1630.0,,1626.0,0.0,,,,,,0.0,0.0,,,,80.06,53.06,604.0,,150.0,150.0,,,0.0,,72.0,89.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,,,,,,,,
1995,10,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,,,,,,,,
1995,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,,99.0,,,,,,,,,
1995,10,17,,,,,,,36.0,1519.0,,1229.0,0.0,,,,,,0.0,0.0,,,,84.91999999999999,57.92,689.0,,140.0,170.0,,,0.0,,58.0,72.0,,,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,
1995,10,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,-9.0,,,,,-9.0,,,,,,,-9.0,,,,,,,,,
1995,10,19,,,,,,,46.0,150.0,,150.0,0.0,,,,,,0.0,0.0,,,,86.0,55.94,686.0,,200.0,200.0,,,0.0,,76.0,76.0,,,1.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,,,,,,,,
1995,10,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,,,,,,,,
1995,10,22,,,,,,,31.0,1428.0,,1436.0,0.0,,,,,,0.0,0.0,,,,69.98,41.0,681.0,,310.0,290.0,,,0.0,,63.0,72.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,,,,,,,,
1995,10,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,,,,,,,,
1995,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,99.0,,,,,,,,,
1995,10,25,,,,,,,38.0,1457.0,,1424.0,0.0,,,,,,0.0,0.0,,,,84.91999999999999,48.92,677.0,,170.0,170.0,,,0.0,,98.0,112.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,
1995,10,26,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,-9.0,,,,,,,,,
1995,10,27,,,,,,,64.0,221.0,,112.0,0.0,,,,,,0.0,0.0,,,,80.96,48.92,675.0,,190.0,180.0,,,0.0,,130.0,152.0,,,999.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,,,,,,,,
1995,10,28,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,,,,,,,,
1995,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,
1995,10,30,,,,,,,80.0,1502.0,,1535.0,,,,,,,0.0,0.0,,,,75.02,50.0,497.0,,340.0,360.0,,,0.0,,148.0,174.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,1.0,,,,,,,,,
1995,10,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,,,,,
1995,11,1,,,,,,,73.0,1807.0,,2207.0,64.0,,,,,,0.0,0.0,,,,78.98,44.96,426.0,,340.0,340.0,,,0.0,,130.0,139.0,,,1.0,-9999.0,1.0,,,,,,,,,,,,1.0,,-9999.0,,,,,,,
1995,11,2,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,,,,,,,,,,,,,0.0,,-9.0,,,,,,,
1995,11,3,,,,,,,85.0,615.0,,630.0,,,,,,,0.0,0.0,,,,44.96,35.06,156.0,,350.0,360.0,,,0.0,,130.0,161.0,,,999.0,999.0,999.0,,,,,,,,,,,,1.0,,999.0,,,,,,,
1995,11,4,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,,,,-999.0,,,,,,,
1995,11,6,,,,,,,39.0,2301.0,,2250.0,0.0,,,,,,0.0,0.0,,,,55.94,24.98,467.0,,180.0,180.0,,,0.0,,98.0,112.0,,,9999.0,9999.0,9999.0,,,,,,,,,,,,9999.0,,9999.0,,,,,,,
1995,11,7,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,-99.0,,-99.0,,,,,,,
1995,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,99.0,,99.0,,,,,,,
1995,11,9,,,,,,,71.0,1523.0,,1201.0,8.0,,,,,,0.0,0.0,,,,69.98,46.04,37.0,,180.0,170.0,,,0.0,,107.0,130.0,,,1.0,-9999.0,-9999.0,,,,,,,,,,,,1.0,,-9999.0,,,,,,,
1995,11,10,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,-9.0,,,,,,,,,,,,,,-9.0,,,,,,,
1995,11,11,,,,,,,68.0,835.0,,619.0,0.0,,,,,,0.0,0.0,,,,62.959999999999994,42.980000000000004,632.0,,340.0,330.0,,,0.0,,103.0,130.0,,,999.0,999.0,999.0,,,,,,,,,,,,999.0,,999.0,,,,,,,
1995,11,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,,,
1995,11,14,,,,,,,100.0,1205.0,,1044.0,0.0,,,,,,0.0,0.0,,,,73.04,42.980000000000004,578.0,,180.0,190.0,,,0.0,,161.0,192.0,,,9999.0,9999.0,9999.0,,,,,,,,,,,,9999.0,,9999.0,,,,,,,
1995,11,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,,,
1995,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,
1995,11,17,,,,,,,57.0,35.0,,47.0,0.0,,,,,,0.0,0.0,,,,41.0,23.0,620.0,,330.0,330.0,,,0.0,,139.0,161.0,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1995,11,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,,,
1995,11,19,,,,,,,58.0,223.0,,305.0,0.0,,,,,,0.0,0.0,,,,69.08,35.06,625.0,,180.0,190.0,,,0.0,,107.0,125.0,,,999.0,999.0,999.0,,,,,,,,,,,,999.0,,999.0,,,,,,,
1995,11,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,,,
1995,11,22,,,,,,,40.0,1433.0,,1432.0,0.0,,,,,,0.0,0.0,,,,62.059999999999995,32.0,579.0,,210.0,190.0,,,0.0,,80.0,107.0,,,9999.0,9999.0,9999.0,,,,,,,,,,,,9999.0,,9999.0,,,,,,,
1995,11,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,-99.0,,-99.0,,,,,,,
1995,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,99.0,,99.0,,,,,,,
1995,11,25,,,,,,,43.0,1511.0,,1539.0,0.0,,,,,,0.0,0.0,,,,64.04,30.02,618.0,,170.0,180.0,,,0.0,,80.0,98.0,,,1.0,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1995,11,26,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,,,
1995,11,27,,,,,,,39.0,138.0,,136.0,0.0,,,,,,0.0,0.0,,,,68.0,41.0,510.0,,330.0,330.0,,,0.0,,80.0,98.0,,,999.0,999.0,999.0,,,,,,,,,,,,999.0,,999.0,,,,,,,
1995,11,28,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,,,
1995,11,30,,,,,,,41.0,1222.0,,1216.0,0.0,,,,,,0.0,0.0,,,,73.04,39.02,613.0,,200.0,190.0,,,0.0,,103.0,130.0,,,9999.0,9999.0,9999.0,,,,,,,,,,,,9999.0,,9999.0,,,,,,,
1995,11,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,-99.0,,-99.0,,,,,,,
1995,12,1,,,,,,,40.0,1519.0,,1559.0,0.0,,,,,,0.0,0.0,,,,69.08,37.04,597.0,,140.0,150.0,,,0.0,,63.0,67.0,,,1.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,,-9999.0,,-9999.0,-9999.0,,,,,,
1995,12,2,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,,-9.0,,,,-9.0,,,,,,,-9.0,,-9.0,-9.0,,,,,,
1995,12,3,,,,,,,56.0,410.0,,409.0,0.0,,,,,,0.0,0.0,,,,73.04,44.96,447.0,,180.0,180.0,,,0.0,,112.0,130.0,,,1.0,1.0,,999.0,,,,999.0,,,,,,,999.0,,999.0,999.0,,,,,,
1995,12,4,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,-999.0,,,,-999.0,,,,,,,-999.0,,-999.0,-999.0,,,,,,
1995,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,
1995,12,6,,,,,,,55.0,1207.0,,1214.0,0.0,,,,,,0.0,0.0,,,,64.04,33.98,102.0,,160.0,160.0,,,0.0,,125.0,148.0,,,1.0,9999.0,,9999.0,,,,9999.0,,,,,,,9999.0,,9999.0,9999.0,,,,,,
1995,12,7,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,0.0,,,-99.0,,,,-99.0,,,,,,,-99.0,,-99.0,-99.0,,,,,,
1995,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,99.0,,99.0,99.0,,,,,,
1995,12,9,,,,,,,45.0,2148.0,,2147.0,0.0,,,,,,0.0,0.0,,,,59.0,35.96,161.0,,40.0,30.0,,,0.0,,89.0,107.0,,,-9999.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,,-9999.0,,-9999.0,-9999.0,,,,,,
1995,12,10,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,,-9.0,,,,-9.0,,,,,,,,,-9.0,-9.0,,,,,,
1995,12,11,,,,,,,37.0,326.0,,322.0,,,,,,,0.0,0.0,,,,46.04,24.08,191.0,,140.0,140.0,,,0.0,,63.0,76.0,,,999.0,999.0,,999.0,,,,999.0,,,,,,,1.0,,999.0,999.0,,,,,,
1995,12,12,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,-999.0,,-999.0,,,,-999.0,,,,,,,0.0,,-999.0,-999.0,,,,,,
1995,12,14,,,,,,,53.0,226.0,,132.0,0.0,,,,,,0.0,0.0,,,,26.060000000000002,12.920000000000002,500.0,,360.0,360.0,,,0.0,,112.0,134.0,,,9999.0,9999.0,,9999.0,,,,9999.0,,,,,,,9999.0,,9999.0,9999.0,,,,,,
1995,12,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,-99.0,-99.0,,-99.0,,,,-99.0,,,,,,,-99.0,,-99.0,-99.0,,,,,,
1995,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,,,99.0,,,,,,,99.0,,99.0,99.0,,,,,,
1995,12,17,,,,,,,60.0,1408.0,,1407.0,0.0,,,,,,0.0,0.0,,,,55.04,26.060000000000002,589.0,,170.0,170.0,,,0.0,,116.0,139.0,,,-9999.0,-9999.0,,-9999.0,,,,1.0,,,,,,,-9999.0,,-9999.0,-9999.0,,,,,,
1995,12,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,-9.0,,,,,,
1995,12,19,,,,,,,43.0,332.0,,325.0,0.0,,,,,,0.0,0.0,,,,55.04,35.96,0.0,,110.0,120.0,,,0.0,,72.0,89.0,,,1.0,1.0,,999.0,,,,999.0,,,,,,,999.0,,999.0,999.0,,,,,,
1995,12,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,-999.0,,,,-999.0,,,,,,,-999.0,,-999.0,-999.0,,,,,,
1995,12,22,,,,,,,28.0,2148.0,,2335.0,0.0,,,,,,0.0,0.0,,,,60.08,35.96,239.0,,330.0,340.0,,,0.0,,58.0,58.0,,,9999.0,9999.0,,9999.0,,,,9999.0,,,,,,,9999.0,,9999.0,9999.0,,,,,,
1995,12,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,,-99.0,,,,-99.0,,,,,,,,,-99.0,-99.0,,,,,,
1995,12,24,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,99.0,,99.0,,,,99.0,,,,,,,,,99.0,99.0,,,,,,
1995,12,25,,,,,,,40.0,1311.0,,530.0,18.0,,,,,,0.0,0.0,,,,48.02,41.0,0.0,,50.0,10.0,,,0.0,,63.0,76.0,,,1.0,1.0,,-9999.0,,,,-9999.0,,,,,,,1.0,,-9999.0,-9999.0,,,,,,
1995,12,26,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,,-9.0,,,,-9.0,,,,,,,0.0,,-9.0,-9.0,,,,,,
1995,12,27,,,,,,,50.0,124.0,,123.0,231.0,,,,,,0.0,0.0,,,,48.92,42.980000000000004,0.0,,20.0,20.0,,,0.0,,103.0,125.0,,,1.0,1.0,,999.0,,,,999.0,,,,,,,1.0,,999.0,999.0,,,,,,
1995,12,28,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,-999.0,,,,,,,0.0,,,,,,,,,
1995,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,
1995,12,30,,,,,,,91.0,434.0,,433.0,5.0,,,,,,15.0,102.0,,,,33.08,30.02,0.0,,330.0,320.0,,,76.0,,143.0,170.0,,,1.0,9999.0,,9999.0,,,,1.0,,,,,,,9999.0,,1.0,9999.0,,,,,,
1995,12,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,0.0,-99.0,,-99.0,,,,,,,,,,,-99.0,,0.0,-99.0,,,,,,
1996,1,1,,,,,,,93.0,1433.0,,1910.0,0.0,,,,,,0.0,0.0,,,,42.08,33.98,0.0,,340.0,10.0,,,0.0,,130.0,143.0,,,1.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,1.0,,-9999.0,,,,,,,
1996,1,2,,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,-9.0,,,,,-9.0,-9.0,,,,,,,,,,,,,,,
1996,1,3,,,,,,,96.0,847.0,,847.0,,,,,,,,0.0,,,,35.06,28.04,81.0,,340.0,340.0,,,0.0,,139.0,165.0,,,1.0,999.0,999.0,,,,,999.0,999.0,,,,,,999.0,,1.0,,,,,,,
1996,1,4,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,-999.0,-999.0,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,
1996,1,6,,,,,,,57.0,1633.0,,1711.0,0.0,,,,,,0.0,0.0,,,,44.06,26.96,492.0,,360.0,10.0,,,0.0,,103.0,125.0,,,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,9999.0,,9999.0,,,,,,,
1996,1,7,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,,-99.0,-99.0,,,,,-99.0,-99.0,,,,,,-99.0,,-99.0,,,,,,,
1996,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,99.0,,,,,,99.0,,99.0,,,,,,,
1996,1,9,,,,,,,77.0,938.0,,441.0,0.0,,,,,,0.0,0.0,,,,28.04,14.0,390.0,,340.0,360.0,,,0.0,,107.0,130.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,,1.0,,,,,,,
1996,1,10,,,,,,,,,,,,,,,,,,0.0,,,,32.0,,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,
1996,1,11,,,,,,,33.0,331.0,,258.0,0.0,,,,,,0.0,0.0,,,,26.96,55.04,594.0,,340.0,10.0,,,0.0,,63.0,76.0,,,999.0,999.0,999.0,,,,,999.0,999.0,,,,,,999.0,,999.0,,,,,,,
1996,1,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,-999.0,,,,,,-999.0,,-999.0,,,,,,,
1996,1,14,,,,,,,31.0,1031.0,,1218.0,0.0,,,,,,0.0,0.0,,,,62.959999999999994,26.96,595.0,,360.0,360.0,,,0.0,,67.0,76.0,,,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,9999.0,,9999.0,,,,,,,
1996,1,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,-99.0,,,,,,-99.0,,-99.0,,,,,,,
1996,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,99.0,,,,,,99.0,,99.0,,,,,,,
1996,1,17,,,,,,,77.0,1018.0,,1017.0,0.0,,,,,,0.0,0.0,,,,57.92,37.94,585.0,,330.0,330.0,,,0.0,,134.0,170.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,,,
1996,1,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,-9.0,,,,,,-9.0,,-9.0,,,,,,,
1996,1,19,,,,,,,42.0,13.0,,237.0,0.0,,,,,,0.0,0.0,,,,66.92,35.06,598.0,,320.0,330.0,,,0.0,,72.0,89.0,,,999.0,999.0,999.0,,,,,999.0,999.0,,,,,,999.0,,999.0,,,,,,,
1996,1,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,-999.0,,,,,,-999.0,,-999.0,,,,,,,
1996,1,22,,,,,,,33.0,318.0,,315.0,0.0,,,,,,0.0,0.0,,,,62.959999999999994,35.96,601.0,,160.0,160.0,,,0.0,,58.0,63.0,,,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,9999.0,,9999.0,,,,,,,
1996,1,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,-99.0,,-99.0,,,,,,,
1996,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,99.0,,99.0,,,,,,,
1996,1,25,,,,,,,54.0,836.0,,835.0,0.0,,,,,,0.0,0.0,,,,66.92,37.04,402.0,,180.0,180.0,,,0.0,,103.0,125.0,,,1.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,,-9999.0,,,,,,,
1996,1,26,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,,,,,,-9.0,-9.0,,,,,,,,,,,,,,,
1996,1,27,,,,,,,105.0,320.0,,319.0,10.0,,,,,,,0.0,,,,64.94,21.02,68.0,,330.0,330.0,,,0.0,,192.0,232.0,,,1.0,999.0,1.0,,,,,999.0,999.0,,,,,,1.0,,1.0,,,,,,,
1996,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,
1996,1,30,,,,,,,55.0,1533.0,,1501.0,0.0,,,,,,0.0,0.0,,,,30.02,3.0199999999999996,607.0,,140.0,140.0,,,0.0,,107.0,134.0,,,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,,,,,,9999.0,,9999.0,,,,,,,
1996,1,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,-99.0,,,,,,-99.0,,-99.0,,,,,,,
1996,2,1,,,,,,,54.0,2239.0,,2242.0,3.0,,,,,,3.0,0.0,,,,19.939999999999998,12.020000000000003,0.0,,20.0,10.0,,,0.0,,89.0,98.0,,,1.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,1.0,,,,,,,
1996,2,2,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,0.0,-9.0,,,,,,-9.0,,,,,,,-9.0,,0.0,,,,,,,
1996,2,3,,,,,,,81.0,800.0,,807.0,3.0,,,,,,3.0,0.0,,,,19.939999999999998,57.02,4.0,,30.0,40.0,,,0.0,,116.0,134.0,,,1.0,999.0,,,,,,999.0,,,,,,,999.0,,1.0,,,,,,,
1996,2,4,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,0.0,-999.0,,,,,,,,,,,,,-999.0,,0.0,,,,,,,
1996,2,6,,,,,,,47.0,2350.0,,2326.0,0.0,,,,,,0.0,0.0,,,,30.92,-2.9200000000000017,633.0,,170.0,170.0,,,0.0,,98.0,116.0,,,9999.0,9999.0,,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,,,
1996,2,7,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,0.0,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,-99.0,,-99.0,,,,,,,
1996,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,,99.0,,99.0,,,,,,,
1996,2,9,,,,,,,47.0,1539.0,,1548.0,0.0,,,,,,0.0,0.0,,,,55.04,19.939999999999998,192.0,,170.0,170.0,,,0.0,,103.0,112.0,,,1.0,1.0,,,,,,1.0,,,,,,,-9999.0,,-9999.0,,,,,,,
1996,2,10,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,
1996,2,11,,,,,,,55.0,26.0,,25.0,0.0,,,,,,0.0,0.0,,,,69.08,42.08,485.0,,200.0,190.0,,,0.0,,98.0,112.0,,,1.0,1.0,,,,,,999.0,,,,,,,999.0,,999.0,,,,,,,
1996,2,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,-999.0,,,,,,,
1996,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,
1996,2,14,,,,,,,31.0,1032.0,,1334.0,0.0,,,,,,0.0,0.0,,,,75.02,35.96,643.0,,140.0,220.0,,,0.0,,58.0,67.0,,,9999.0,9999.0,,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,,,
1996,2,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,,-99.0,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,
1996,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,99.0,,,,,,,
1996,2,17,,,,,,,60.0,122.0,,118.0,0.0,,,,,,0.0,0.0,,,,53.06,30.02,647.0,,360.0,10.0,,,0.0,,107.0,148.0,,,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,,,
1996,2,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,0.0,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,-9.0,,-9.0,,,,,,,
1996,2,19,,,,,,,26.0,614.0,,613.0,0.0,,,,,,0.0,0.0,,,,60.08,28.94,571.0,,300.0,310.0,,,0.0,,45.0,58.0,,,999.0,999.0,,,,,,999.0,,,,,,,999.0,,999.0,,,,,,,
1996,2,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,0.0,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,-999.0,,-999.0,,,,,,,
1996,2,22,,,,,,,44.0,1903.0,,1903.0,0.0,,,,,,0.0,0.0,,,,80.06,30.92,632.0,,360.0,10.0,,,0.0,,130.0,165.0,,,9999.0,9999.0,,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,,,
1996,2,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,-99.0,,-99.0,,,,,,,
1996,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,,99.0,,99.0,,,,,,,
