YEAR,MONTH,DAY,ACMC,ACMH,ACSC,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,GAHT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFI,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFI,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV03,WV07,WV20
1976,11,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1976,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1976,11,9,,0.0,,0.0,,,,,,,,,418.0,0.0,99.0,,,,0.0,0.0,,,87.98,60.08,,636.0,,,,135.0,,,,,,,77.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1976,11,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1976,11,11,,0.0,,0.0,,,,,,,,,854.0,0.0,99.0,,,,0.0,0.0,,,89.06,57.92,,642.0,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,999.0,,,,,
1976,11,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1976,11,14,,30.0,,20.0,,,,,,,,,1124.0,0.0,95.0,,,,0.0,0.0,,,86.0,57.02,,600.0,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,9999.0,,,,,
1976,11,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1976,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1976,11,17,,20.0,,20.0,,,,,,,,,854.0,0.0,97.0,,,,0.0,0.0,,,80.96,53.06,,612.0,,,,135.0,,,,,,,72.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1976,11,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,11,19,,100.0,,100.0,,,,,,,,,518.0,102.0,48.0,,,,0.0,0.0,,,75.92,55.04,,306.0,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,1.0,,,,,
1976,11,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,11,22,,50.0,,50.0,,,,,,,,,106.0,0.0,69.0,,,,0.0,0.0,,,60.980000000000004,44.06,,438.0,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,9999.0,,,,,
1976,11,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,11,25,,20.0,,40.0,,,,,,,,,1512.0,0.0,85.0,,,,0.0,0.0,,,73.94,46.04,,534.0,,,,270.0,,,,,,,98.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1976,11,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1976,11,27,,0.0,,0.0,,,,,,,,,42.0,0.0,100.0,,,,0.0,0.0,,,75.02,55.04,,624.0,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,999.0,,,,,
1976,11,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1976,11,30,,0.0,,0.0,,,,,,,,,1554.0,0.0,98.0,,,,0.0,0.0,,,75.02,50.0,,606.0,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,9999.0,,,,,
1976,11,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1976,12,1,,0.0,,0.0,,,,,,,,,1548.0,0.0,100.0,,,,0.0,0.0,,,73.04,35.96,,606.0,,,,90.0,,,,,,,123.0,,,-9999.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,
1976,12,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,-9.0,,,,,
1976,12,3,,0.0,,0.0,,,,,,,,,106.0,0.0,100.0,,,,0.0,0.0,,,69.98,42.980000000000004,,606.0,,,,,,,,,,,103.0,,,999.0,,,,,,,999.0,,,,,,999.0,,,,,
1976,12,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,-999.0,,,,,
1976,12,6,,0.0,,0.0,,,,,,,,,854.0,0.0,100.0,,,,0.0,0.0,,,69.98,42.08,,606.0,,,,,,,,,,,87.0,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,
1976,12,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,-99.0,,,,,
1976,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,99.0,,,,,
1976,12,9,,0.0,,0.0,,,,,,,,,1600.0,0.0,100.0,,,,0.0,0.0,,,66.92,39.02,,600.0,,,,270.0,,,,,,,67.0,,,-9999.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,
1976,12,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,-9.0,,,,,
1976,12,11,,0.0,,0.0,,,,,,,,,48.0,0.0,100.0,,,,0.0,0.0,,,66.92,35.06,,600.0,,,,,,,,,,,62.0,,,999.0,,,,,,,999.0,,,,,,999.0,,,,,
1976,12,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,-999.0,,,,,
1976,12,14,,30.0,,30.0,,,,,,,,,924.0,0.0,93.0,,,,0.0,0.0,,,71.06,39.92,,558.0,,,,,,,,,,,87.0,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,
1976,12,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,-99.0,,,,,
1976,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,99.0,,,,,
1976,12,17,,0.0,,0.0,,,,,,,,,1000.0,0.0,100.0,,,,0.0,0.0,,,71.06,44.96,,600.0,,,,90.0,,,,,,,87.0,,,-9999.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,
1976,12,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,-9.0,,,,,
1976,12,19,,0.0,,0.0,,,,,,,,,518.0,0.0,100.0,,,,0.0,0.0,,,73.04,41.0,,600.0,,,,,,,,,,,57.0,,,999.0,,,,,,,999.0,,,,,,999.0,,,,,
1976,12,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,-999.0,,,,,
1976,12,22,,50.0,,80.0,,,,,,,,,1012.0,0.0,97.0,,,,0.0,0.0,,,71.96,46.94,,582.0,,,,,,,,,,,87.0,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,
1976,12,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,-99.0,,,,,
1976,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,99.0,,,,,
1976,12,25,,10.0,,10.0,,,,,,,,,942.0,0.0,93.0,,,,0.0,0.0,,,75.02,53.06,,558.0,,,,90.0,,,,,,,129.0,,,-9999.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,
1976,12,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,-9.0,,,,,
1976,12,27,,30.0,,30.0,,,,,,,,,254.0,0.0,99.0,,,,0.0,0.0,,,73.94,46.04,,588.0,,,,,,,,,,,87.0,,,999.0,,,,,,,999.0,,,,,,999.0,,,,,
1976,12,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,-999.0,,,,,
1976,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1976,12,30,,50.0,,50.0,,,,,,,,,936.0,13.0,90.0,,,,0.0,0.0,,,66.02,53.96,,540.0,,,,,,,,,,,82.0,,,9999.0,,,,,,,9999.0,,,,,,1.0,,,,,
1976,12,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,,,
1977,1,1,,60.0,,60.0,,,,,,,,,36.0,0.0,89.0,,,,0.0,0.0,,,59.0,46.04,,534.0,,,,90.0,,,,,,,57.0,,,-9999.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1977,1,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,
1977,1,3,,50.0,,50.0,,,,,,,,,48.0,,95.0,,,,0.0,0.0,,,60.08,39.02,,570.0,,,,,,,,,,,62.0,,,999.0,999.0,,,,,,999.0,,,,,,1.0,,,,,
1977,1,4,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,
1977,1,6,,80.0,,100.0,,,,,,,,,2306.0,5.0,70.0,,,,0.0,0.0,,,59.0,42.980000000000004,,420.0,,,,,,,,,,,82.0,,,9999.0,9999.0,,,,,,9999.0,,,,,,1.0,,,,,
1977,1,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,
1977,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,,
1977,1,9,,10.0,,0.0,,,,,,,,,1042.0,0.0,100.0,,,,0.0,0.0,,,62.059999999999995,41.0,,600.0,,,,90.0,,,,,,,82.0,,,-9999.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1977,1,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,-9.0,,,,,
1977,1,11,,70.0,,100.0,,,,,,,,,900.0,0.0,77.0,,,,0.0,0.0,,,57.92,41.0,,462.0,,,,,,,,,,,62.0,,,999.0,999.0,,,,,,999.0,,,,,,999.0,,,,,
1977,1,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,,,,,
1977,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,
1977,1,14,,10.0,,0.0,,,,,,,,,1442.0,0.0,98.0,,,,0.0,0.0,,,53.06,30.92,,588.0,,,,,,,,,,,82.0,,,1.0,1.0,,,,,,9999.0,,,,,,9999.0,,,,,
1977,1,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,
1977,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,99.0,,,,,
1977,1,17,,0.0,,0.0,,,,,,,,,1654.0,0.0,100.0,,,,0.0,0.0,,,62.059999999999995,30.92,,606.0,,,,270.0,,,,,,,77.0,,,-9999.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1977,1,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,-9.0,,,,,
1977,1,19,,30.0,,70.0,,,,,,,,,818.0,0.0,100.0,,,,0.0,0.0,,,62.059999999999995,32.0,,606.0,,,,,,,,,,,72.0,,,999.0,999.0,,,,,,999.0,,,,,,999.0,,,,,
1977,1,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,-999.0,,,,,
1977,1,22,,20.0,,0.0,,,,,,,,,1712.0,0.0,100.0,,,,0.0,0.0,,,62.959999999999994,37.94,,612.0,,,,,,,,,,,67.0,,,9999.0,9999.0,,,,,,9999.0,,,,,,9999.0,,,,,
1977,1,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,-99.0,,,,,
1977,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,99.0,,,,,
1977,1,25,,10.0,,10.0,,,,,,,,,818.0,0.0,100.0,,,,0.0,0.0,,,68.0,35.96,,612.0,,,,90.0,,,,,,,72.0,,,-9999.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1977,1,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,-9.0,,,,,
1977,1,27,,70.0,,80.0,,,,,,,,,854.0,0.0,81.0,,,,0.0,0.0,,,69.98,42.08,,498.0,,,,,,,,,,,72.0,,,999.0,999.0,,,,,,999.0,,,,,,999.0,,,,,
1977,1,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,-999.0,,,,,
1977,1,30,,80.0,,70.0,,,,,,,,,818.0,0.0,96.0,,,,0.0,0.0,,,75.92,51.08,,588.0,,,,,,,,,,,93.0,,,9999.0,9999.0,,,,,,9999.0,,,,,,9999.0,,,,,
1977,1,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,,
1977,2,1,,80.0,,100.0,,,,,,,,,1112.0,0.0,64.0,,,,0.0,0.0,,,68.0,44.06,,408.0,,,,135.0,,,,,,,82.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,2,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1977,2,3,,0.0,,0.0,,,,,,,,,400.0,0.0,100.0,,,,0.0,0.0,,,68.0,41.0,,636.0,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,999.0,,,,,
1977,2,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1977,2,6,,10.0,,10.0,,,,,,,,,1700.0,0.0,100.0,,,,0.0,0.0,,,73.04,39.92,,642.0,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,9999.0,,,,,
1977,2,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1977,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1977,2,9,,30.0,,50.0,,,,,,,,,442.0,0.0,100.0,,,,0.0,0.0,,,73.04,41.0,,642.0,,,,135.0,,,,,,,67.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,2,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1977,2,11,,0.0,,0.0,,,,,,,,,242.0,0.0,100.0,,,,0.0,0.0,,,75.92,44.06,,648.0,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,999.0,,,,,
1977,2,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1977,2,14,,20.0,,10.0,,,,,,,,,1548.0,0.0,92.0,,,,0.0,0.0,,,75.92,48.02,,594.0,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,9999.0,,,,,
1977,2,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1977,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1977,2,17,,0.0,,0.0,,,,,,,,,642.0,0.0,100.0,,,,0.0,0.0,,,75.02,42.980000000000004,,654.0,,,,135.0,,,,,,,62.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,2,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1977,2,19,,0.0,,10.0,,,,,,,,,12.0,0.0,100.0,,,,0.0,0.0,,,78.98,51.08,,654.0,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,999.0,,,,,
1977,2,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1977,2,22,,0.0,,0.0,,,,,,,,,242.0,0.0,100.0,,,,0.0,0.0,,,82.04,53.06,,660.0,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,9999.0,,,,,
1977,2,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1977,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1977,2,25,,0.0,,0.0,,,,,,,,,2300.0,0.0,100.0,,,,0.0,0.0,,,84.02,53.96,,660.0,,,,90.0,,,,,,,67.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,2,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1977,2,27,,30.0,,30.0,,,,,,,,,18.0,0.0,100.0,,,,0.0,0.0,,,86.0,51.98,,666.0,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,999.0,,,,,
1977,2,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1977,2,30,,20.0,,40.0,,,,,,,,,1248.0,0.0,100.0,,,,0.0,0.0,,,87.98,51.08,,666.0,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,9999.0,,,,,
1977,2,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1977,3,1,,70.0,,30.0,,,,,,,,,2006.0,0.0,86.0,,,,0.0,0.0,,,73.04,48.92,,594.0,,,,270.0,,,,,,,226.0,,,,,-9999.0,,,,,,,,,,,1.0,,,,,
1977,3,2,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,
1977,3,3,,30.0,,40.0,,,,,,,,,136.0,0.0,97.0,,,,0.0,0.0,,,64.04,46.04,,666.0,,,,,,,,,,,154.0,,,,,999.0,,,,,,,,,,,999.0,,,,,
1977,3,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,
1977,3,6,,30.0,,0.0,,,,,,,,,1506.0,0.0,93.0,,,,0.0,0.0,,,68.0,42.08,,648.0,,,,,,,,,,,98.0,,,,,9999.0,,,,,,,,,,,9999.0,,,,,
1977,3,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,
1977,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,
1977,3,9,,0.0,,0.0,,,,,,,,,918.0,0.0,100.0,,,,0.0,0.0,,,71.96,42.08,,696.0,,,,45.0,,,,,,,103.0,,,,,-9999.0,,,,,,,,,,,-9999.0,,,,,
1977,3,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,
1977,3,11,,70.0,,90.0,,,,,,,,,954.0,0.0,88.0,,,,0.0,0.0,,,80.06,44.06,,618.0,,,,,,,,,,,98.0,,,,,999.0,,,,,,,,,,,999.0,,,,,
1977,3,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,
1977,3,14,,20.0,,0.0,,,,,,,,,2218.0,0.0,96.0,,,,0.0,0.0,,,84.91999999999999,57.02,,678.0,,,,,,,,,,,154.0,,,,,9999.0,,,,,,,,,,,9999.0,,,,,
1977,3,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,
1977,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,
1977,3,17,,0.0,,0.0,,,,,,,,,1700.0,0.0,96.0,,,,0.0,0.0,,,73.04,44.96,,684.0,,,,270.0,,,,,,,129.0,,,,,-9999.0,,,,,,,,,,,-9999.0,,,,,
1977,3,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,
1977,3,19,,0.0,,0.0,,,,,,,,,624.0,0.0,100.0,,,,0.0,0.0,,,75.02,44.06,,708.0,,,,,,,,,,,72.0,,,,,999.0,,,,,,,,,,,999.0,,,,,
1977,3,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,
1977,3,22,,0.0,,0.0,,,,,,,,,812.0,0.0,100.0,,,,0.0,0.0,,,68.0,44.96,,714.0,,,,,,,,,,,118.0,,,,,9999.0,,,,,,,,,,,9999.0,,,,,
1977,3,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,
1977,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,
1977,3,25,,80.0,,90.0,,,,,,,,,1800.0,0.0,73.0,,,,0.0,0.0,,,78.98,48.92,,528.0,,,,225.0,,,,,,,144.0,,,,,-9999.0,,,,,,,,,,,-9999.0,,,,,
1977,3,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,
1977,3,27,,20.0,,10.0,,,,,,,,,836.0,0.0,87.0,,,,0.0,0.0,,,68.0,51.08,,630.0,,,,,,,,,,,139.0,,,,,999.0,,,,,,,,,,,999.0,,,,,
1977,3,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,
1977,3,30,,0.0,,0.0,,,,,,,,,936.0,0.0,100.0,,,,0.0,0.0,,,75.92,42.980000000000004,,726.0,,,,,,,,,,,67.0,,,,,9999.0,,,,,,,,,,,9999.0,,,,,
1977,3,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,
1977,4,1,,20.0,,20.0,,,,,,,,,1354.0,0.0,94.0,,,,0.0,0.0,,,69.98,48.02,,708.0,,,,225.0,,,,,,,164.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,4,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,4,3,,80.0,,100.0,,,,,,,,,36.0,15.0,12.0,,,,0.0,0.0,,,62.059999999999995,44.06,,90.0,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,1.0,,,,,
1977,4,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,4,6,,0.0,,0.0,,,,,,,,,1518.0,0.0,100.0,,,,0.0,0.0,,,75.92,44.96,,756.0,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,9999.0,,,,,
1977,4,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1977,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1977,4,9,,30.0,,50.0,,,,,,,,,954.0,0.0,100.0,,,,0.0,0.0,,,93.91999999999999,59.0,,762.0,,,,90.0,,,,,,,87.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,4,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1977,4,11,,0.0,,0.0,,,,,,,,,636.0,0.0,100.0,,,,0.0,0.0,,,96.08000000000001,62.059999999999995,,768.0,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,999.0,,,,,
1977,4,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1977,4,14,,20.0,,30.0,,,,,,,,,1354.0,0.0,100.0,,,,0.0,0.0,,,93.91999999999999,59.0,,768.0,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,9999.0,,,,,
1977,4,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1977,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1977,4,17,,0.0,,0.0,,,,,,,,,1542.0,0.0,100.0,,,,0.0,0.0,,,80.96,53.06,,774.0,,,,270.0,,,,,,,77.0,,,,,,,,,,,,,,,,-9999.0,,,,,
1977,4,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
